state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
MP,21,3796,0,961,5109,379,759,180,197,13,D,2,5109,3817,39620,407151,21,2,149,0,397,3817,3817,397,3817,0,0
MS,11704,106056,0,611,1840,153,759,87,197,7681,A,554,1840,117760,39620,407151,11704,1900,149,272,1721,117760,117760,1993,117760,26,35
MT,471,28479,0,5,65,379,759,180,197,437,B,16,65,485619,39620,407151,471,1900,149,1,782,28950,28950,783,28950,0,1
NC,19700,245308,0,585,5109,379,759,180,197,11637,A,691,5109,485619,39620,407151,19700,691,149,677,8576,265008,265008,9253,265008,30,0
ND,1994,55737,0,32,135,379,759,180,197,1269,C,37,135,485619,39620,407151,1994,37,149,63,1107,57731,57731,1170,57731,0,2
NE,10625,59359,0,961,5109,379,759,180,197,0,C,125,5109,485619,39620,407151,10625,1900,149,277,2206,69984,69984,2483,69984,2,0
NH,3652,45822,874,109,368,379,109,180,197,1269,B,172,368,485619,39620,407151,3652,1900,149,56,4540,50348,49474,4596,49474,0,9
NJ,149013,371169,0,3481,5109,977,759,789,197,23657,A+,10586,5109,485619,39620,407151,149013,10586,149,974,13639,520182,520182,14613,520182,151,0
NM,6096,131524,0,213,886,379,759,180,197,1796,C,270,886,485619,39620,407151,6096,1900,149,158,4209,137620,137620,4367,137620,5,0
NV,7046,80509,0,405,5109,106,759,54,197,334,B,390,5109,103703,39620,407151,7046,1900,149,140,5583,87555,87555,5723,87555,7,0
NY,352845,1114894,0,5818,87169,1836,759,1481,197,61886,A,22843,87169,485619,39620,407151,352845,1900,149,1474,26708,1467739,1467739,28182,1467739,114,268
OH,28952,248650,0,913,5117,365,1357,234,197,0,B,1720,5117,485619,39620,407151,27106,1556,164,498,5255,277602,277602,5753,277602,63,119
OK,5489,133658,0,167,897,77,759,180,197,4135,A+,294,897,140262,6221,133658,38775,1900,149,91,15496,139147,139147,15587,139147,6,12
OR,3726,95994,0,137,714,43,759,13,197,1406,A+,140,714,485619,39620,407151,3636,1900,149,39,2366,99720,99720,2405,99720,2,6
PA,63666,286034,0,1861,5109,379,759,380,197,0,B,4624,5109,485619,39620,407151,38775,1900,149,610,8481,349700,349700,9091,349700,119,0
PR,2805,,0,121,5109,20,759,8,197,0,C,124,5109,485619,39620,407151,1207,60,149,95,0,2805,2805,95,2805,0,0
RI,13392,82935,0,247,1464,59,759,44,197,1023,A+,532,1464,128104,16721,111383,13392,1900,149,215,1878,96327,96327,2093,96327,26,26
SC,9056,126007,0,961,1444,379,759,180,197,5451,A,399,1444,485619,39620,407151,9056,399,149,114,3390,135063,135063,3504,135063,8,23
SD,4085,25624,0,75,327,379,759,180,197,2914,B,46,327,485619,39620,407151,38775,1900,149,58,606,29709,29709,664,29709,2,11
TN,18378,327745,0,615,1498,379,759,180,197,10969,A,305,1498,485619,39620,407151,18378,305,149,367,8328,346123,346123,8695,346123,4,9
TX,49912,650234,0,1732,5109,379,759,180,197,29359,A,1369,5109,700146,39620,407151,49912,1900,149,1219,19082,700146,700146,20301,700146,22,0
UT,7518,169793,0,96,619,379,197,180,84,4275,B,88,619,485619,39620,407151,7384,1900,149,134,3155,177311,177311,3289,177311,8,24
VA,32145,170644,473,1497,5768,377,759,199,197,4271,A+,1041,5768,201183,39620,407151,30539,1007,34,1005,5558,203262,202789,6563,202789,27,159
VI,69,1298,17,961,5109,379,759,180,197,61,C,6,5109,485619,39620,407151,38775,6,149,0,20,1384,1367,20,1367,0,0
VT,944,24114,0,24,5109,379,759,180,197,820,B,54,5109,485619,39620,407151,944,54,149,0,567,25058,25058,567,25058,0,0
WA,20535,266314,0,168,5109,52,759,180,197,0,A,1002,5109,485619,39620,407151,19871,1002,149,249,6847,286849,286849,7096,286849,1,0
WI,14692,148237,211,609,2110,129,503,180,197,7371,A+,467,2110,485619,39620,407151,12885,467,149,250,3735,163140,162929,3985,162929,8,42
WV,1509,76792,0,54,5109,18,759,9,197,922,B,68,5109,485619,39620,407151,1509,1900,149,18,2248,78301,78301,2266,78301,1,0
WY,766,17084,0,8,73,379,759,180,197,504,B,10,73,17661,653,17007,577,1900,149,12,753,17850,17850,765,17850,2,0
AK,399,35212,0,9,5109,379,759,180,197,345,B,10,5109,35611,39620,407151,399,10,149,3,957,35611,35611,960,35611,0,0
AL,12086,145037,0,536,1416,379,512,180,302,0,B,489,1416,485619,39620,407151,12086,489,149,315,458,157123,157123,773,157123,1,24
AR,4813,80426,0,77,530,379,759,12,101,3645,A,100,530,485619,39620,407151,4813,1900,149,54,0,85239,85239,54,85239,2,10
AS,0,105,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,105,105,0,105,0,0
AZ,14170,142303,0,820,2757,329,759,200,197,3570,A+,686,2757,156473,39620,407151,38775,1900,149,233,4479,156473,156473,4712,156473,6,54
CA,80430,1212242,0,4391,5109,1325,759,180,197,0,B,3302,5109,1292672,39620,407151,80430,1900,149,1591,55838,1292672,1292672,57429,1292672,41,0
CO,21938,106557,0,650,3872,379,759,180,197,3346,A,878,3872,485619,39620,407151,19773,1900,149,305,2642,128495,128495,2947,128495,0,6
CT,38116,139563,0,920,10946,379,759,180,197,6264,B,3449,10946,185520,39620,407151,38775,1900,149,697,6375,177679,177679,7072,177679,41,0
DC,7270,30555,0,374,5109,379,759,70,197,1028,A,392,5109,485619,39620,407151,38775,1900,149,147,1152,37825,37825,1299,37825,9,0
DE,7869,34589,0,240,5109,379,759,180,197,3545,B,399,5109,485619,39620,407151,38775,351,48,199,1394,42458,42458,1593,42458,7,0
FL,46442,629970,1346,961,8553,379,759,180,197,0,A+,2073,8553,746124,60938,683219,46442,2073,149,854,23766,677758,676412,24620,676412,24,75
GA,38081,326208,0,1025,6916,379,1565,180,197,0,A+,1642,6916,364289,39620,407151,38081,1900,149,380,12734,364289,364289,13114,364289,36,126
GU,154,4569,0,961,5109,379,759,180,197,126,C,5,5109,485619,39620,407151,149,1900,149,0,119,4723,4723,119,4723,0,0
HI,640,41405,0,961,82,379,759,180,197,573,B,17,82,485619,39620,407151,38775,1900,149,1,370,42045,42045,371,42045,0,0
IA,14955,88193,0,382,5109,121,759,85,197,7324,A+,355,5109,485619,39620,407151,14955,1900,149,304,2603,103148,103148,2907,103148,4,0
ID,2419,34253,0,30,213,379,89,180,197,1612,B,73,213,36456,39620,407151,2203,1900,149,0,0,36672,36672,0,36672,0,0
IL,96485,506756,0,4120,5109,1096,759,636,197,0,A,4234,5109,485619,39620,407151,96485,4234,149,2294,19003,603241,603241,21297,603241,57,0
IN,28255,155657,0,1244,4389,426,990,212,197,0,A+,1765,4389,485619,39620,407151,38775,1621,144,477,6192,183912,183912,6669,183912,14,0
KS,8340,58650,0,961,740,379,250,180,115,465,A,173,740,485619,39620,407151,38775,1900,149,454,4944,66990,66990,5398,66990,1,16
KY,7688,121997,0,381,1896,218,797,180,197,2768,A+,334,1896,485619,39620,407151,7408,334,149,0,0,129685,129685,0,129685,0,0
LA,34709,235039,0,1031,5109,379,759,118,197,26249,B,2563,5109,485619,39620,407151,38775,2440,123,277,4301,269748,269748,4578,269748,72,0
MA,87052,382147,0,2533,8621,674,759,180,197,0,A+,5862,8621,485619,39620,407151,87052,5862,149,1042,7331,469199,469199,8373,469199,65,82
MD,39762,161744,0,1447,7086,555,759,180,197,2817,B,2122,7086,485619,39620,407151,39762,2020,102,958,5622,201506,201506,6580,201506,32,93
ME,1713,22092,0,42,223,16,759,10,197,1053,B,71,223,33035,39620,407151,1533,71,149,26,0,23805,23805,26,23805,1,7
MI,58812,376115,0,1075,5109,473,759,418,197,28234,A+,5427,5109,444305,68190,376115,55461,5237,233,534,12567,434927,434927,13101,434927,31,0
MN,18987,158487,0,488,2128,229,731,180,197,10764,A+,740,2128,177474,39620,407151,16372,731,9,971,5418,177474,177474,6389,177474,9,38
MO,10945,140393,0,570,5109,379,759,91,197,0,B,605,5109,152320,13283,138777,10945,1900,149,156,4927,151338,151338,5083,151338,11,0
MP,21,3399,0,961,5109,379,759,180,197,12,D,2,5109,3420,39620,407151,21,2,149,0,81,3420,3420,81,3420,0,0
MS,11432,104335,0,559,1805,141,759,75,197,7681,A,528,1805,115767,39620,407151,11432,1900,149,136,2505,115767,115767,2641,115767,7,32
MT,470,27697,0,4,64,379,759,180,197,434,B,16,64,485619,39620,407151,470,1900,149,2,1280,28167,28167,1282,28167,0,1
NC,19023,236732,0,511,5109,379,759,180,197,11637,A,661,5109,485619,39620,407151,19023,661,149,511,6300,255755,255755,6811,255755,2,0
ND,1931,54630,0,32,133,379,759,180,197,1219,C,37,133,485619,39620,407151,1931,37,149,31,1309,56561,56561,1340,56561,2,3
NE,10348,57153,0,961,5109,379,759,180,197,0,C,123,5109,485619,39620,407151,10348,1900,149,128,1733,67501,67501,1861,67501,0,0
NH,3596,41282,1481,114,359,379,109,180,197,1268,B,172,359,485619,39620,407151,3596,1900,149,40,86,46359,44878,126,44878,1,12
NJ,148039,357530,0,3509,5109,1053,759,819,197,23496,A+,10435,5109,485619,39620,407151,148039,10435,149,1705,16299,505569,505569,18004,505569,79,0
NM,5938,127315,0,211,886,379,759,180,197,1755,C,265,886,485619,39620,407151,5938,1900,149,81,4588,133253,133253,4669,133253,6,0
NV,6906,74926,0,423,5109,105,759,65,197,355,B,383,5109,97094,39620,407151,6906,1900,149,49,1146,81832,81832,1195,81832,8,0
NY,351371,1088186,0,5840,86901,1908,759,1538,197,61681,A,22729,86901,485619,39620,407151,351371,1900,149,1250,24911,1439557,1439557,26161,1439557,110,326
OH,28454,243395,0,912,4998,367,1328,247,197,0,B,1657,4998,485619,39620,407151,26646,1504,153,531,6856,271849,271849,7387,271849,32,77
OK,5398,118162,0,76,885,45,759,180,197,4008,A+,288,885,123954,5792,118162,38775,1900,149,88,0,123560,123560,88,123560,0,5
OR,3687,93628,0,137,708,43,759,13,197,1406,A+,138,708,485619,39620,407151,3604,1900,149,64,2895,97315,97315,2959,97315,1,5
PA,63056,277553,0,1885,5109,379,759,397,197,0,C,4505,5109,485619,39620,407151,38775,1900,149,822,6883,340609,340609,7705,340609,87,0
PR,2710,,0,147,5109,17,759,4,197,0,C,124,5109,485619,39620,407151,2710,60,149,64,0,2710,2710,64,2710,1,0
RI,13177,81057,0,236,1438,62,759,46,197,1012,A+,506,1438,124622,16319,108303,13177,1900,149,137,1289,94234,94234,1426,94234,7,20
SC,8942,122617,0,961,1421,379,759,180,197,5076,A,391,1421,485619,39620,407151,8942,391,149,126,10947,131559,131559,11073,131559,11,0
SD,4027,25018,0,77,316,379,759,180,197,2784,B,44,316,485619,39620,407151,38775,1900,149,40,446,29045,29045,486,29045,0,4
TN,18011,319417,0,638,1489,379,759,180,197,9886,A,301,1489,485619,39620,407151,18011,301,149,623,11525,337428,337428,12148,337428,3,7
TX,48693,631152,0,1551,5109,379,759,180,197,28371,A,1347,5109,679845,39620,407151,48693,1900,149,909,28581,679845,679845,29490,679845,11,0
UT,7384,166638,0,179,595,379,197,180,84,4183,B,80,595,485619,39620,407151,7384,1900,149,146,3124,174022,174022,3270,174022,0,9
VA,31140,165086,530,1502,5609,361,759,194,197,4107,A+,1014,5609,194677,39620,407151,29591,980,34,752,5113,196756,196226,5865,196226,5,92
VI,69,1278,45,961,5109,379,759,180,197,61,C,6,5109,485619,39620,407151,38775,6,149,0,0,1392,1347,0,1347,0,0
VT,944,23547,0,22,5109,379,759,180,197,815,B,54,5109,485619,39620,407151,940,54,149,4,573,24491,24491,577,24491,0,0
WA,20286,259467,0,168,5109,52,759,180,197,0,A,1001,5109,485619,39620,407151,19581,1001,149,295,6687,279753,279753,6982,279753,1,0
WI,14442,144502,194,574,2068,128,496,180,197,6786,A+,459,2068,485619,39620,407151,12687,459,149,185,4828,159138,158944,5013,158944,6,30
WV,1491,74544,0,48,5109,11,759,7,197,919,B,67,5109,485619,39620,407151,1491,1900,149,1,544,76035,76035,545,76035,0,0
WY,754,16331,0,8,73,379,759,180,197,498,B,8,73,16897,616,15602,566,1900,149,0,0,17085,17085,0,17085,0,3
AK,396,34255,0,13,5109,379,759,180,197,344,B,10,5109,34651,39620,407151,396,10,149,4,1366,34651,34651,1370,34651,0,0
AL,11771,144579,0,460,1392,379,504,180,296,0,B,488,1392,485619,39620,407151,11771,488,149,248,2608,156350,156350,2856,156350,3,5
AR,4759,80426,0,65,520,379,759,9,101,3590,A,98,520,485619,39620,407151,4759,1900,149,181,3360,85185,85185,3541,85185,0,0
AS,0,105,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,105,105,0,105,0,0
AZ,13937,137824,0,796,2703,337,759,201,197,3450,A+,680,2703,151761,39620,407151,38775,1900,149,306,4667,151761,151761,4973,151761,1,30
CA,78839,1156404,0,4291,5109,1293,759,180,197,0,B,3261,5109,1235243,39620,407151,78839,1900,149,2046,54071,1235243,1235243,56117,1235243,57,0
CO,21633,103915,0,650,3866,379,759,180,197,3346,A,878,3866,485619,39620,407151,19507,1900,149,401,3307,125548,125548,3708,125548,0,24
CT,37419,133188,0,937,10946,379,759,180,197,6264,B,3408,10946,177679,39620,407151,38775,1900,149,716,5136,170607,170607,5852,170607,69,0
DC,7123,29403,0,369,5109,379,759,74,197,1023,A,383,5109,485619,39620,407151,38775,1900,149,81,913,36526,36526,994,36526,8,0
DE,7670,33195,0,229,5109,379,759,180,197,3478,B,392,5109,485619,39620,407151,38775,345,47,123,984,40865,40865,1107,40865,9,0
FL,45588,606204,1479,961,8478,379,759,180,197,0,A+,2049,8478,653081,60938,683219,45588,2049,149,777,20968,653271,651792,21745,651792,9,85
GA,37701,313474,0,1010,6790,379,1557,180,197,0,A+,1606,6790,351175,39620,407151,37701,1900,149,554,29552,351175,351175,30106,351175,14,55
GU,154,4450,0,961,5109,379,759,180,197,126,C,5,5109,485619,39620,407151,149,1900,149,0,85,4604,4604,85,4604,0,0
HI,639,41035,0,961,82,379,759,180,197,572,B,17,82,485619,39620,407151,38775,1900,149,1,790,41674,41674,791,41674,0,1
IA,14651,85590,0,376,5109,124,759,85,197,7154,A+,351,5109,100241,39620,407151,14651,1900,149,323,3618,100241,100241,3941,100241,5,0
ID,2419,34253,0,26,213,379,89,180,197,1612,B,73,213,36456,39620,407151,2203,1900,149,30,954,36672,36672,984,36672,0,0
IL,94191,487753,0,4190,5109,1144,759,735,197,0,A,4177,5109,581944,39620,407151,94191,4177,149,1734,18561,581944,581944,20295,581944,48,0
IN,27778,149465,0,1246,4389,441,990,205,197,0,A+,1751,4389,485619,39620,407151,38775,1607,144,498,5387,177243,177243,5885,177243,10,0
KS,7886,53706,0,961,724,379,246,180,112,443,A,172,724,485619,39620,407151,38775,1900,149,0,0,61592,61592,0,61592,0,0
KY,7688,121997,0,381,1896,218,797,180,197,2768,A+,334,1896,485619,39620,407151,7408,334,149,244,1707,129685,129685,1951,129685,2,0
LA,34432,230738,0,1019,5109,379,759,111,197,22608,B,2491,5109,485619,39620,407151,38775,2425,66,315,5113,265170,265170,5428,265170,12,0
MA,86010,374816,0,2597,8539,702,759,180,197,0,A+,5797,8539,485619,39620,407151,86010,5797,149,1077,11660,460826,460826,12737,460826,92,83
MD,38804,156122,0,1460,6993,562,759,180,197,2816,B,2090,6993,485619,39620,407151,38804,1989,101,836,3915,194926,194926,4751,194926,50,238
ME,1687,22092,0,37,216,16,759,11,197,1028,B,70,216,485619,39620,407151,1511,70,149,39,0,23779,23779,39,23779,0,2
MI,58278,363548,0,1114,5109,488,759,434,197,28234,A+,5396,5109,430802,67254,363548,54872,5194,233,255,10392,421826,421826,10647,421826,39,0
MN,18016,153069,0,487,2090,221,716,180,197,10175,A+,731,2090,171077,39620,407151,15668,722,9,311,5670,171085,171085,5981,171085,22,51
MO,10789,135466,0,775,5109,379,759,116,197,0,B,594,5109,485619,13191,135466,10789,1900,149,114,6801,146255,146255,6915,146255,5,0
MP,21,3318,0,961,5109,379,759,180,197,12,D,2,5109,485619,39620,407151,21,2,149,0,0,3339,3339,0,3339,0,0
MS,11296,101830,0,608,1773,158,759,81,197,6268,A,521,1773,485619,39620,407151,11296,1900,149,173,4477,113126,113126,4650,113126,11,25
MT,468,26417,0,3,63,379,759,180,197,431,B,16,63,485619,39620,407151,468,1900,149,0,794,26885,26885,794,26885,0,0
NC,18512,230432,0,493,5109,379,759,180,197,9115,A,659,5109,485619,39620,407151,18512,659,149,530,9828,248944,248944,10358,248944,7,0
ND,1900,53321,0,30,130,379,759,180,197,1178,C,35,130,485619,39620,407151,1900,35,149,52,1682,55221,55221,1734,55221,0,0
NE,10220,55420,0,961,5109,379,759,180,197,0,C,123,5109,65774,39620,407151,10220,1900,149,448,5214,65640,65640,5662,65640,4,0
NH,3556,41196,1216,115,347,379,109,180,197,1258,B,171,347,485619,39620,407151,3556,1900,149,92,1984,45968,44752,2076,44752,12,12
NJ,146334,341231,0,3411,5109,1030,759,819,197,23299,A+,10356,5109,485619,39620,407151,146334,10356,149,1245,11096,487565,487565,12341,487565,107,0
NM,5857,122727,0,208,886,379,759,180,197,1739,C,259,886,485619,39620,407151,5847,1900,149,195,3931,128584,128584,4126,128584,6,0
NV,6857,73780,0,423,5109,105,759,65,197,272,B,375,5109,95954,39620,407151,6857,1900,149,195,6778,80637,80637,6973,80637,6,0
NY,350121,1063275,0,5897,86575,1981,759,1601,197,61381,A,22619,86575,485619,39620,407151,350121,1900,149,1889,32790,1413396,1413396,34679,1413396,141,368
OH,27923,236539,0,914,4921,343,1305,230,197,0,B,1625,4921,262759,39620,407151,26220,1472,153,449,17311,264462,264462,17760,264462,15,51
OK,5310,118162,0,180,880,73,759,180,197,3983,A+,288,880,485619,5792,118162,38775,1900,149,73,0,123472,123472,73,123472,0,2
OR,3623,90733,0,156,703,37,759,16,197,1406,A+,137,703,485619,39620,407151,3542,1900,149,11,2146,94356,94356,2157,94356,0,4
PA,62234,270670,0,1821,5109,379,759,422,197,0,C,4418,5109,485619,39620,407151,38775,1900,149,623,4445,332904,332904,5068,332904,15,0
PR,2646,,0,150,5109,24,759,5,197,0,C,123,5109,485619,39620,407151,1147,60,149,57,0,2646,2646,57,2646,1,0
RI,13040,79768,0,260,1418,64,759,45,197,972,A+,499,1418,122492,16095,106397,13040,1900,149,125,1537,92808,92808,1662,92808,10,15
SC,8816,111670,0,961,1421,379,759,180,197,5076,A,380,1421,120331,39620,407151,38775,380,149,409,10461,120486,120486,10870,120486,0,0
SD,3987,24572,0,77,312,379,759,180,197,2724,B,44,312,28559,39620,407151,38775,1900,149,28,355,28559,28559,383,28559,0,8
TN,17388,307892,0,513,1482,379,759,180,197,9652,A,298,1482,325280,39620,407151,17388,298,149,100,4979,325280,325280,5079,325280,3,8
TX,47784,602571,0,1512,5109,379,759,180,197,27570,A,1336,5109,650355,39620,407151,47784,1900,149,785,10831,650355,650355,11616,650355,31,0
UT,7238,163514,0,181,586,379,196,180,84,4075,B,80,586,485619,39620,407151,7238,1900,149,170,3808,170752,170752,3978,170752,2,8
VA,30388,159973,527,1524,5517,379,759,195,197,3993,A+,1009,5517,188874,39620,407151,28901,975,34,705,4088,190888,190361,4793,190361,7,103
VI,69,1278,45,961,5109,379,759,180,197,61,C,6,5109,485619,39620,407151,38775,6,149,0,84,1392,1347,84,1347,0,0
VT,940,22974,0,14,5109,379,759,180,197,810,B,54,5109,485619,39620,407151,940,54,149,0,777,23914,23914,777,23914,1,0
WA,19991,252780,0,168,5109,52,759,180,197,0,A,1000,5109,485619,39620,407151,19265,1000,149,153,1817,272771,272771,1970,272771,8,0
WI,14257,139674,182,543,2038,129,494,180,197,6542,A+,453,2038,152217,39620,407151,12543,453,149,379,5468,154113,153931,5847,153931,0,20
WV,1490,74000,0,48,5109,11,759,7,197,919,B,67,5109,485619,39620,407151,1490,1900,149,33,2064,75490,75490,2097,75490,3,0
WY,754,16331,0,8,70,379,759,180,197,498,B,8,70,16709,616,15602,566,1900,149,38,653,17085,17085,691,17085,1,1
AK,392,32889,0,10,5109,379,759,180,197,344,B,10,5109,33281,39620,407151,392,10,149,4,859,33281,33281,863,33281,0,0
AL,11523,141971,0,455,1387,379,501,180,295,0,B,485,1387,485619,39620,407151,11523,485,149,307,7124,153494,153494,7431,153494,9,10
AR,4578,77066,0,65,520,379,759,10,101,3472,A,98,520,485619,39620,407151,4578,1900,149,115,0,81644,81644,115,81644,0,0
AS,0,105,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,105,105,0,105,0,0
AZ,13631,133157,0,791,2673,344,759,210,197,3357,A+,679,2673,146788,39620,407151,38775,1900,149,462,4325,146788,146788,4787,146788,28,37
CA,76793,1102333,0,4424,5109,1313,759,180,197,0,B,3204,5109,1179126,39620,407151,76793,1900,149,1857,43363,1179126,1179126,45220,1179126,96,0
CO,21232,100608,0,671,3842,379,759,180,197,3312,A,878,3842,485619,39620,407151,19151,1900,149,394,3416,121840,121840,3810,121840,-213,53
CT,36703,128052,0,994,10946,379,759,180,197,6264,B,3339,10946,170607,39620,407151,38775,1900,149,618,8229,164755,164755,8847,164755,54,0
DC,7042,28490,0,382,5109,379,759,79,197,998,A,375,5109,485619,39620,407151,38775,1900,149,171,1022,35532,35532,1193,35532,7,0
DE,7547,32211,0,250,5109,379,759,180,197,3367,B,383,5109,485619,39620,407151,38775,336,47,174,1306,39758,39758,1480,39758,10,0
FL,44811,585236,1676,961,8393,379,759,180,197,0,A+,2040,8393,485619,39620,407151,44811,2040,149,1601,19609,631723,630047,21210,630047,49,400
GA,37147,283922,0,1005,6735,379,1554,180,197,0,A+,1592,6735,321069,39620,407151,37147,1900,149,466,18729,321069,321069,19195,321069,35,297
GU,154,4365,0,961,5109,379,759,180,197,126,C,5,5109,485619,39620,407151,149,1900,149,0,4,4519,4519,4,4519,0,0
HI,638,40245,0,961,81,379,759,180,197,565,B,17,81,485619,39620,407151,38775,1900,149,1,2106,40883,40883,2107,40883,0,0
IA,14328,81972,0,387,5109,128,759,83,197,6927,A+,346,5109,485619,39620,407151,14328,1900,149,279,2455,96300,96300,2734,96300,10,0
ID,2389,33299,0,19,213,379,89,180,197,1588,B,73,213,35485,39620,407151,2186,1900,149,38,905,35688,35688,943,35688,1,1
